"SpeciesCode","ScientificName","CommonName","Family","SortSeq","synonymOf","GrowthHabitCode","Duration","Stabilizing","Invasive"
"TOHO","Townsendia hookeri","Hooker's Townsend daisy","Asteraceae",99,,"5","Perennial",0,0
"TOIN","Townsendia incana","hoary Townsend daisy","Asteraceae",99,,"5","Perennial",0,0
"TOLE","Townsendia leptotes","common Townsend daisy","Asteraceae",99,,"5","Perennial",0,0
"TOLY","Tonestus lyallii","Lyall's goldenweed","Asteraceae",99,,"5","Perennial",0,0
"TOMI4","Townsendia microcephala","smallheaded Townsend daisy","Asteraceae",99,,"5","Perennial",0,0
"TONES","Tonestus","serpentweed","Asteraceae",99,,,,0,0
"TONU","Townsendia nuttallii","Nuttall's Townsend daisy","Asteraceae",99,,"5","Perennial",0,0
"TOPA2","Townsendia parryi","Parry's Townsend daisy","Asteraceae",99,,"5","Perennial",0,0
"TOPA6","Torreyochloa pallida","pale false mannagrass","Poaceae",99,,"6","Perennial",0,0
"TOPAF","Torreyochloa pallida var. fernaldii","Fernald's false mannagrass","Poaceae",99,,"6","Perennial",0,0
"TOPAP3","Torreyochloa pallida var. pauciflora","pale false mannagrass","Poaceae",99,,"6","Perennial",0,0
"TOPY","Tonestus pygmaeus","pygmy goldenweed","Asteraceae",99,,"5","Perennial",0,0
"TORRE2","Torreyochloa","false mannagrass","Poaceae",99,,"6",,0,0
"TORY","Toxicodendron rydbergii","western poison ivy","Anacardiaceae",99,,"2","Perennial",0,0
"TOSP","Townsendia spathulata","sword Townsend daisy","Asteraceae",99,,"5","Perennial",0,0
"TOST","Townsendia strigosa","hairy Townsend daisy","Asteraceae",99,,"5","Annual",0,0
"TOWNS","Townsendia","Townsend daisy","Asteraceae",99,,,,0,0
"TOXIC","Toxicodendron","poison oak","Anacardiaceae",99,,,,0,0
"TRADE","Tradescantia","spiderwort","Commelinaceae",99,,,,0,0
"TRAE","Triticum aestivum","common wheat","Poaceae",99,,"6","Annual",0,0
"TRAGO","Tragopogon","goatsbeard","Asteraceae",99,,,,0,0
"TRAGOAF","Tragopogon","goatsbeard (annual forb)","Asteraceae",99,,"5","Annual",0,0
"TRAN2","Trifolium andinum","Intermountain clover","Fabaceae",99,,"5","Perennial",0,0
"TRANA3","Trifolium andinum var. andinum","Intermountain clover","Fabaceae",99,,"5","Perennial",0,0
"TRAU2","Trifolium aureum","golden clover","Fabaceae",99,,"5","Annual",0,0
"TRAUT","Trautvetteria","bugbane","Ranunculaceae",99,,,,0,0
"TRBA5","Trifolium barnebyi","Barneby's clover","Fabaceae",99,,"5","Perennial",0,0
"TRBR","Tradescantia bracteata","longbract spiderwort","Commelinaceae",99,,"5","Perennial",0,0
"TRCA","Trautvetteria caroliniensis","Carolina bugbane","Ranunculaceae",99,,"5","Perennial",0,0
"TRCA21","Trisetum canescens","tall trisetum","Poaceae",99,,"6","Perennial",0,0
"TRCA5","Trifolium campestre","field clover","Fabaceae",99,,"5","Annual",0,0
"TRCAO","Trautvetteria caroliniensis var. occidentalis","western bugbane","Ranunculaceae",99,,"5","Perennial",0,0
"TRDA2","Trifolium dasyphyllum","alpine clover","Fabaceae",99,,"5","Perennial",0,0
"TRDAA","Trifolium dasyphyllum ssp. anemophilum","alpine clover","Fabaceae",99,,"5","Perennial",0,0
"TRDAD","Trifolium dasyphyllum ssp. dasyphyllum","alpine clover","Fabaceae",99,,"5","Perennial",0,0
"TRDAU","Trifolium dasyphyllum ssp. uintense","Uinta clover","Fabaceae",99,,"5","Perennial",0,0
"TRDU","Tragopogon dubius","yellow salsify","Asteraceae",99,,"5","Annual",0,1
"TRDU2","Trifolium dubium","suckling clover","Fabaceae",99,,"5","Annual",0,0
"TRFR2","Trifolium fragiferum","strawberry clover","Fabaceae",99,,"5","Perennial",0,0
"TRGR7","Triteleia grandiflora","largeflower triteleia","Liliaceae",99,,"5","Perennial",0,0
"TRGRG2","Triteleia grandiflora var. grandiflora","largeflower triteleia","Liliaceae",99,,"5","Perennial",0,0
"TRGY","Trifolium gymnocarpon","hollyleaf clover","Fabaceae",99,,"3","Perennial",0,0
"TRGYG","Trifolium gymnocarpon ssp. gymnocarpon","hollyleaf clover","Fabaceae",99,,"3","Perennial",0,0
"TRGYP2","Trifolium gymnocarpon ssp. plummerae","Plummer's clover","Fabaceae",99,,"3","Perennial",0,0
"TRHA","Trifolium haydenii","Hayden's clover","Fabaceae",99,,"5","Perennial",0,0
"TRHO2","Triodanis holzingeri","Holzinger's Venus' looking-glass","Campanulaceae",99,,"5","Annual",0,0
"TRHY","Trifolium hybridum","alsike clover","Fabaceae",99,,"5","Perennial",0,0
"TRIAN2","Triantha","false asphodel","Liliaceae",99,,,,0,0
"TRIBU","Tribulus","punctureForb/herb","Zygophyllaceae",99,,,,0,0
"TRICH22","Trichophorum","bulrush","Cyperaceae",99,,,,0,0
"TRIFO","Trifolium","clover","Fabaceae",99,,,,0,0
"TRIFOPF","Trifolium","clover (perennial forb)","Fabaceae",99,,"5","Perennial",0,0
"TRIGL","Triglochin","arrowgrass","Juncaginaceae",99,,,,0,0
"TRILL","Trillium","trillium","Liliaceae",99,,,,0,0
"TRIOD","Triodanis","Venus' looking-glass","Campanulaceae",99,,,,0,0
"TRIPL4","Tripleurospermum","mayweed","Asteraceae",99,,,,0,0
"TRIPT","Tripterocalyx","sandpuffs","Nyctaginaceae",99,,,,0,0
"TRISE","Trisetum","oatgrass","Poaceae",99,,"6",,0,0
"TRITE","Triteleia","triteleia","Liliaceae",99,,,,0,0
"TRITI","Triticum","wheat","Poaceae",99,,"6",,0,0
"TRLA14","Trollius laxus","American globeflower","Ranunculaceae",99,,"5","Perennial",0,0
"TRLA30","Tragopogon lamottei","Jack-go-to-bed-at-noon","Asteraceae",99,,"5","Annual",0,0
"TRLAA2","Trollius laxus ssp. albiflorus","American globeflower","Ranunculaceae",99,,"5","Perennial",0,0
"TRLE3","Triodanis leptocarpa","slimpod Venus' looking-glass","Campanulaceae",99,,"5","Annual",0,0
