"SpeciesCode","ScientificName","CommonName","Family","SortSeq","synonymOf","GrowthHabitCode","Duration","Stabilizing","Invasive"
"ASAR3","Astragalus aretioides","cushion milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASAR4","Astragalus argophyllus","silverleaf milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASARA","Astragalus argophyllus var. argophyllus","silverleaf milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASARM","Astragalus argophyllus var. martinii","silverleaf milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASAU4","Astragalus australis","Indian milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASBA","Astragalus barrii","Barr's milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASBI2","Astragalus bisulcatus","twogrooved milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASBIB","Astragalus bisulcatus var. bisulcatus","twogrooved milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASBIH","Astragalus bisulcatus var. haydenianus","Hayden's milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASBIM","Astragalus bisulcatus var. major","twogrooved milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASBO","Astragalus bodinii","Bodin's milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASCA11","Astragalus canadensis","Canadian milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASCA9","Astragalus calycosus","Torrey's milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASCAB","Astragalus canadensis var. brevidens","shorttooth Canadian milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASCAC5","Astragalus calycosus var. calycosus","Torrey's milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASCAC6","Astragalus canadensis var. canadensis","Canadian milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASCE","Astragalus ceramicus","painted milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASCEF","Astragalus ceramicus var. filifolius","painted milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASCH4","Astragalus chamaeleuce","cicada milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASCHC2","Astragalus chamaeleuce var. chamaeleuce","cicada milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASCI2","Astragalus cibarius","browse milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASCI4","Astragalus cicer","chickpea milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASCLE","Asclepias","milkweed","Asclepiadaceae",99,,,,0,0
"ASCO12","Astragalus convallarius","lesser rushy milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASCO8","Astragalus coltonii","Colton's milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASCOC9","Astragalus convallarius var. convallarius","lesser rushy milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASCOM2","Astragalus coltonii var. moabensis","Moab milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASCR","Asclepias cryptoceras","pallid milkweed","Asclepiadaceae",99,,"5","Perennial",0,0
"ASCR2","Astragalus crassicarpus","groundplum milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASCRC2","Asclepias cryptoceras ssp. cryptoceras","pallid milkweed","Asclepiadaceae",99,,"5","Perennial",0,0
"ASCRC3","Astragalus crassicarpus var. crassicarpus","groundplum milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASCRD2","Asclepias cryptoceras ssp. davisii","Davis' milkweed","Asclepiadaceae",99,,"5","Perennial",0,0
"ASCRP","Astragalus crassicarpus var. paysonii","groundplum milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASDE6","Aspidotis densa","Indian's dream","Pteridaceae",99,,"5","Perennial",0,0
"ASDI5","Astragalus diversifolius","meadow milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASDR2","Astragalus drabelliformis","bastard draba milkvetch","Fabaceae",99,,"3","Perennial",0,0
"ASDR3","Astragalus drummondii","Drummond's milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASEN","Asclepias engelmanniana","Engelmann's milkweed","Asclepiadaceae",99,,"5","Perennial",0,0
"ASEU2","Astragalus eucosmus","elegant milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASFL","Astragalus flavus","yellow milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASFL2","Astragalus flexuosus","flexile milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASFLF","Astragalus flexuosus var. flexuosus","flexile milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASGE","Astragalus geyeri","Geyer's milkvetch","Fabaceae",99,,"5","Annual",0,0
"ASGEG","Astragalus geyeri var. geyeri","Geyer's milkvetch","Fabaceae",99,,"5","Annual",0,0
"ASGI5","Astragalus gilviflorus","plains milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASGIG","Astragalus gilviflorus var. gilviflorus","plains milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASGIP","Astragalus gilviflorus var. purpureus","plains milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASGR3","Astragalus gracilis","slender milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASGR4","Astragalus grayi","Gray's milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASHA6","Asclepias hallii","Hall's milkweed","Asclepiadaceae",99,,"5","Perennial",0,0
"ASHY2","Astragalus hyalinus","summer milkvetch","Fabaceae",99,,"3","Perennial",0,0
"ASIN","Asclepias incarnata","swamp milkweed","Asclepiadaceae",99,,"5","Perennial",0,0
"ASINI","Asclepias incarnata ssp. incarnata","swamp milkweed","Asclepiadaceae",99,,"5","Perennial",0,0
"ASJE2","Astragalus jejunus","starveling milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASJEA","Astragalus jejunus var. articulatus","starveling milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASJEJ","Astragalus jejunus var. jejunus","starveling milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASKE","Astragalus kentrophyta","spiny milkvetch","Fabaceae",99,,"3","Perennial",0,0
"ASKEE","Astragalus kentrophyta var. elatus","tall spiny milkvetch","Fabaceae",99,,"3","Perennial",0,0
"ASKEJ","Astragalus kentrophyta var. jessiae","spiny milkvetch","Fabaceae",99,,"3","Perennial",0,0
"ASKEK","Astragalus kentrophyta var. kentrophyta","spiny milkvetch","Fabaceae",99,,"3","Perennial",0,0
"ASKET","Astragalus kentrophyta var. tegetarius","mat milkvetch","Fabaceae",99,,"3","Perennial",0,0
"ASLA27","Astragalus laxmannii","Laxmann's milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASLAR","Astragalus laxmannii var. robustior","prairie milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASLE8","Astragalus lentiginosus","freckled milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASLE9","Astragalus leptaleus","park milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASLEC","Astragalus lentiginosus var. chartaceus","broadleaf milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASLES","Astragalus lentiginosus var. salinus","salty loco milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASLO4","Astragalus lotiflorus","lotus milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASME2","Astragalus megacarpus","great bladdery milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASMI10","Astragalus missouriensis","Missouri milkvetch","Fabaceae",99,,"3","Perennial",0,0
"ASMI4","Astragalus microcystis","dwarf milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASMI9","Astragalus miser","timber milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASMID","Astragalus miser var. decumbens","prostrate milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASMIH","Astragalus miser var. hylophilus","woody milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASMIM5","Astragalus missouriensis var. missouriensis","Missouri milkvetch","Fabaceae",99,,"3","Perennial",0,0
"ASMIO","Astragalus miser var. oblongifolius","timber milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASMIP2","Astragalus miser var. praeteritus","Yellowstone milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASMIT","Astragalus miser var. tenuifolius","timber milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASMO7","Astragalus mollissimus","woolly locoweed","Fabaceae",99,,"5","Perennial",0,0
"ASMO8","Astragalus molybdenus","Leadville milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASMOM5","Astragalus mollissimus var. mollissimus","woolly locoweed","Fabaceae",99,,"5","Perennial",0,0
"ASMOT","Astragalus mollissimus var. thompsoniae","woolly locoweed","Fabaceae",99,,"5","Perennial",0,0
"ASNE3","Astragalus nelsonianus","Nelson's milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASOF","Asparagus officinalis","garden asparagus","Liliaceae",99,,"5","Perennial",0,0
"ASOR2","Astragalus oreganus","Oregon milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASOV","Asclepias ovalifolia","oval-leaf milkweed","Asclepiadaceae",99,,"5","Perennial",0,0
"ASPA13","Astragalus parryi","Parry's milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASPA16","Astragalus paysonii","Payson's milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASPAR","Asparagus","asparagus","Liliaceae",99,,,,0,0
"ASPE5","Astragalus pectinatus","narrowleaf milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASPER","Asperugo","German-madwort","Boraginaceae",99,,,,0,0
"ASPIC2","Aspicilia","rimmed lichen","Hymeneliaceae",99,,,,0,0
"ASPID2","Aspidotis","lacefern","Pteridaceae",99,,,,0,0
"ASPL2","Astragalus plattensis","Platte River milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASPL3","Astragalus platytropis","broadkeel milkvetch","Fabaceae",99,,"3","Perennial",0,0
"ASPLE","Asplenium","spleenwort","Aspleniaceae",99,,,,0,0
"ASPR","Asperugo procumbens","German-madwort","Boraginaceae",99,,"5","Annual",0,0
"ASPR7","Astragalus proimanthus","precocious milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASPU","Asclepias pumila","plains milkweed","Asclepiadaceae",99,,"5","Perennial",0,0
"ASPU6","Astragalus pubentissimus","Green River milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASPU9","Astragalus purshii","woollypod milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASPUG2","Astragalus purshii var. glareosus","woollypod milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASPUP7","Astragalus purshii var. purshii","woollypod milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASRA2","Astragalus racemosus","cream milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASRAL","Astragalus racemosus var. longisetus","cream milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASRAR2","Astragalus racemosus var. racemosus","cream milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASRAT","Astragalus racemosus var. treleasei","Trelease's milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASRO","Astragalus robbinsii","Robbins' milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASROM","Astragalus robbinsii var. minor","Robbins' milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASSE","Asplenium septentrionale","forked spleenwort","Aspleniaceae",99,,"5","Perennial",0,0
"ASSE5","Astragalus sericoleucus","silky milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASSH3","Astragalus shortianus","Short's milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASSI4","Astragalus simplicifolius","little bun milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASSP","Asclepias speciosa","showy milkweed","Asclepiadaceae",99,,"5","Perennial",0,0
"ASSP6","Astragalus spatulatus","tufted milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASST","Asclepias stenophylla","slimleaf milkweed","Asclepiadaceae",99,,"3","Perennial",0,0
"ASSU2","Asclepias subverticillata","horsetail milkweed","Asclepiadaceae",99,,"5","Perennial",0,0
"ASTE5","Astragalus tenellus","looseflower milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASTE9","Astragalus terminalis","railhead milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASTI5","Astragalus tibetanus","Tibet milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASTR10","Asplenium trichomanes-ramosum","brightgreen spleenwort","Aspleniaceae",99,,"5","Perennial",0,0
"ASTR2","Asplenium trichomanes","maidenhair spleenwort","Aspleniaceae",99,,"5","Perennial",0,0
"ASTR7","Astragalus tridactylicus","foothill milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASTRA","Astragalus","milkvetch","Fabaceae",99,,,,0,0
"ASTRAAF","Astragalus sp.","Astragalus (annual forb)","Fabaceae",99,,"5","Annual",0,0
"ASTRAPF","Astragalus sp.","Astragalus (perennial forb)","Fabaceae",99,,"5","Perennial",0,0
"ASTRT","Asplenium trichomanes ssp. trichomanes","maidenhair spleenwort","Aspleniaceae",99,,"5","Perennial",0,0
"ASUN4","Asclepias uncialis","wheel milkweed","Asclepiadaceae",99,,"5","Perennial",0,0
"ASUNU2","Asclepias uncialis ssp. uncialis","wheel milkweed","Asclepiadaceae",99,,"5","Perennial",0,0
"ASUT","Astragalus utahensis","Utah milkvetch","Fabaceae",99,,"5","Perennial",0,0
"ASVE","Asclepias verticillata","whorled milkweed","Asclepiadaceae",99,,"5","Perennial",0,0
"ASVE5","Astragalus vexilliflexus","bentflower milkvetch","Fabaceae",99,,"3","Perennial",0,0
"ASVEV2","Astragalus vexilliflexus var. vexilliflexus","bentflower milkvetch","Fabaceae",99,,"3","Perennial",0,0
"ASVI","Asclepias viridiflora","green comet milkweed","Asclepiadaceae",99,,"5","Perennial",0,0
"ATAM","Athyrium americanum","alpine ladyfern","Dryopteridaceae",99,,"5","Perennial",0,0
"ATAP","Atriplex ×aptera","moundscale","Chenopodiaceae",99,,"3","Perennial",0,0
"ATAR2","Atriplex argentea","silverscale saltbush","Chenopodiaceae",99,,"5","Perennial",0,0
"ATARA","Atriplex argentea ssp. argentea","silverscale saltbush","Chenopodiaceae",99,,"5","Perennial",0,0
"ATARA2","Atriplex argentea ssp. argentea var. argentea","silverscale saltbush","Chenopodiaceae",99,,"5","Perennial",0,0
"ATCA2","Atriplex canescens","fourwing saltbush","Chenopodiaceae",99,,"2","Perennial",0,0
"ATCAC","Atriplex canescens var. canescens","fourwing saltbush","Chenopodiaceae",99,,"2","Perennial",0,0
"ATCO","Atriplex confertifolia","shadscale saltbush","Chenopodiaceae",99,,"2","Perennial",0,0
"ATFA","Atriplex falcata","sickle saltbush","Chenopodiaceae",99,,"2","Perennial",0,0
"ATFI","Athyrium filix-femina","common ladyfern","Dryopteridaceae",99,,"5","Perennial",0,0
"ATFIC","Athyrium filix-femina ssp. cyclosorum","subarctic ladyfern","Dryopteridaceae",99,,"5","Perennial",0,0
"ATGA","Atriplex gardneri","Gardner's saltbush","Chenopodiaceae",99,,"2","Perennial",0,0
"ATHO","Atriplex hortensis","garden orache","Chenopodiaceae",99,,"5","Annual",0,0
"ATHYR","Athyrium","ladyfern","Dryopteridaceae",99,,,,0,0
"ATMI2","Atriplex micrantha","twoscale saltbush","Chenopodiaceae",99,,"5","Annual",0,0
"ATOD","Atriplex ×odontoptera","saltbush","Chenopodiaceae",99,,"5","Perennial",0,0
"ATPA4","Atriplex patula","spear saltbush","Chenopodiaceae",99,,"5","Annual",0,0
"ATPO2","Atriplex powellii","Powell's saltweed","Chenopodiaceae",99,,"5","Annual",0,0
"ATPR","Atriplex prostrata","triangle orache","Chenopodiaceae",99,,"5","Annual",0,0
"ATRIP","Atriplex","saltbush","Chenopodiaceae",99,,,,0,0
"ATRO","Atriplex rosea","tumbling saltweed","Chenopodiaceae",99,,"5","Annual",0,0
"ATSA","Atriplex saccaria","sack saltbush","Chenopodiaceae",99,,"5","Annual",0,0
"ATSU2","Atriplex subspicata","saline saltbush","Chenopodiaceae",99,,"5","Annual",0,0
"ATTE","Atriplex tenuissima","slender saltbush","Chenopodiaceae",99,,"5","Annual",0,0
"ATTR","Atriplex truncata","wedgescale saltbush","Chenopodiaceae",99,,"5","Annual",0,0
"ATTR3","Atriplex tridentata","basin saltbush","Chenopodiaceae",99,,"2","Perennial",0,0
"ATWO","Atriplex wolfii","Wolf's saltweed","Chenopodiaceae",99,,"5","Annual",0,0
"AVENA","Avena","oat","Poaceae",99,,"6",,0,0
"AVENU","Avenula","oatgrass","Poaceae",99,,"6",,0,0
"AVFA","Avena fatua","wild oat","Poaceae",99,,"6","Annual",0,0
"AVHO3","Avenula hookeri","spikeoat","Poaceae",99,,"6","Perennial",0,0
"AVSA","Avena sativa","common oat","Poaceae",99,,"6","Annual",0,0
"BAAM4","Bassia americana","green molly","Chenopodiaceae",99,,"3","Perennial",0,0
"BACOP","Bacopa","waterhyssop","Scrophulariaceae",99,,,,0,0
"BADI","Bahia dissecta","ragleaf bahia","Asteraceae",99,,"5","Perennial",0,0
"BAHIA","Bahia","bahia","Asteraceae",99,,,,0,0
"BAHO","Balsamorhiza hookeri","Hooker's balsamroot","Asteraceae",99,,"5","Perennial",0,0
"BAHOH2","Balsamorhiza hookeri var. hispidula","hairy balsamroot","Asteraceae",99,,"5","Perennial",0,0
"BAHY","Bassia hyssopifolia","fivehorn smotherweed","Chenopodiaceae",99,,"5","Annual",0,0
"BAIN","Balsamorhiza incana","hoary balsamroot","Asteraceae",99,,"5","Perennial",0,0
"BALSA","Balsamorhiza","balsamroot","Asteraceae",99,,,,0,0
"BAMA4","Balsamorhiza macrophylla","cutleaf balsamroot","Asteraceae",99,,"5","Perennial",0,0
"BAOR","Barbarea orthoceras","American yellowrocket","Brassicaceae",99,,"5","Perennial",0,0
"BAPR5","Bassia prostrata","forage kochia","Chenopodiaceae",99,,"3","Perennial",0,0
"BARBA","Barbarea","yellowrocket","Brassicaceae",99,,,,0,0
"BARBU2","Barbula","barbula moss","Pottiaceae",99,,,,0,0
"BARO","Bacopa rotundifolia","disk waterhyssop","Scrophulariaceae",99,,"5","Perennial",0,0
"BASA3","Balsamorhiza sagittata","arrowleaf balsamroot","Asteraceae",99,,"5","Perennial",0,0
"BASC5","Bassia scoparia","burningbush","Chenopodiaceae",99,,"5","Annual",0,0
"BASSI","Bassia","smotherweed","Chenopodiaceae",99,,,,0,0
"BATO2","Balsamorhiza ×tomentosa","balsamroot","Asteraceae",99,,"5","Perennial",0,0
"BAVU","Barbarea vulgaris","garden yellowrocket","Brassicaceae",99,,"5","Annual",0,0
"BEAL","Besseya alpina","alpine besseya","Scrophulariaceae",99,,"5","Perennial",0,0
"BECKM","Beckmannia","sloughgrass","Poaceae",99,,"6",,0,0
"BEER","Berula erecta","cutleaf waterparsnip","Apiaceae",99,,"5","Perennial",0,0
"BEGL","Betula glandulosa","resin birch","Betulaceae",99,,"2","Perennial",0,0
"BEIN2","Berteroa incana","hoary alyssum","Brassicaceae",99,,"5","Perennial",0,0
"BENA","Betula nana","dwarf birch","Betulaceae",99,,"2","Perennial",0,0
"BEOC2","Betula occidentalis","water birch","Betulaceae",99,,"1","Perennial",0,0
"BEPA","Betula papyrifera","paper birch","Betulaceae",99,,"1","Perennial",0,0
"BEPAP","Betula papyrifera var. papyrifera","paper birch","Betulaceae",99,,"1","Perennial",0,0
"BEPL","Besseya plantaginea","White River coraldrops","Scrophulariaceae",99,,"5","Perennial",0,0
"BERBE","Berberis","barberry","Berberidaceae",99,,,,0,0
"BERTE","Berteroa","false madwort","Brassicaceae",99,,,,0,0
"BERUL","Berula","waterparsnip","Apiaceae",99,,,,0,0
"BESSE","Besseya","kittentail","Scrophulariaceae",99,,,,0,0
"BESY","Beckmannia syzigachne","American sloughgrass","Poaceae",99,,"6","Annual",0,0
"BETH","Berberis thunbergii","Japanese barberry","Berberidaceae",99,,"2","Perennial",0,0
"BETUL","Betula","birch","Betulaceae",99,,,,0,0
"BEUT","Betula ×utahensis","birch","Betulaceae",99,,"1","Perennial",0,0
"BEWY","Besseya wyomingensis","Wyoming besseya","Scrophulariaceae",99,,"5","Perennial",0,0
"BICE","Bidens cernua","nodding beggartick","Asteraceae",99,,"5","Annual",0,0
"BIDEN","Bidens","beggarticks","Asteraceae",99,,,,0,0
"BIFR","Bidens frondosa","devil's beggartick","Asteraceae",99,,"5","Annual",0,0
"BITR","Bidens tripartita","threelobe beggarticks","Asteraceae",99,,"5","Annual",0,0
"BIVU","Bidens vulgata","big devils beggartick","Asteraceae",99,,"5","Annual",0,0
"BOAS2","Botrychium ascendens","trianglelobe moonwort","Ophioglossaceae",99,,"5","Perennial",0,0
"BOCA5","Botrychium campestre","Iowa moonwort","Ophioglossaceae",99,,"5","Perennial",0,0
"BOCR","Botrychium crenulatum","scalloped moonwort","Ophioglossaceae",99,,"5","Perennial",0,0
"BOCU","Bouteloua curtipendula","sideoats grama","Poaceae",99,,"6","Perennial",0,0
"BOCUC2","Bouteloua curtipendula var. curtipendula","sideoats grama","Poaceae",99,,"6","Perennial",0,0
"BODA2","Bouteloua dactyloides","buffalograss","Poaceae",99,,"6","Perennial",0,0
"BOER4","Bouteloua eriopoda","black grama","Poaceae",99,,"6","Perennial",0,0
"BOGR2","Bouteloua gracilis","blue grama","Poaceae",99,,"6","Perennial",0,0
"BOHE5","Botrychium hesperium","western moonwort","Ophioglossaceae",99,,"5","Perennial",0,0
"BOHI2","Bouteloua hirsuta","hairy grama","Poaceae",99,,"6","Perennial",0,0
"BOHIH","Bouteloua hirsuta var. hirsuta","hairy grama","Poaceae",99,,"6","Perennial",0,0
"BOLA","Botrychium lanceolatum","lanceleaf grapefern","Ophioglossaceae",99,,"5","Perennial",0,0
"BOLAL","Botrychium lanceolatum var. lanceolatum","lanceleaf grapefern","Ophioglossaceae",99,,"5","Perennial",0,0
"BOLU","Botrychium lunaria","common moonwort","Ophioglossaceae",99,,"5","Perennial",0,0
"BOMI","Botrychium minganense","Mingan moonwort","Ophioglossaceae",99,,"5","Perennial",0,0
"BOMU","Botrychium multifidum","leathery grapefern","Ophioglossaceae",99,,"5","Perennial",0,0
"BOPI","Botrychium pinnatum","northern moonwort","Ophioglossaceae",99,,"5","Perennial",0,0
"BOSI","Botrychium simplex","little grapefern","Ophioglossaceae",99,,"5","Perennial",0,0
"BOSI2","Bouteloua simplex","matted grama","Poaceae",99,,"6","Annual",0,0
"BOTRY","Botrychium","grapefern","Ophioglossaceae",99,,,,0,0
"BOUTE","Bouteloua","grama","Poaceae",99,,"6",,0,0
"BOVI","Botrychium virginianum","rattlesnake fern","Ophioglossaceae",99,,"5","Perennial",0,0
"BRAR5","Bromus arvensis","field brome","Poaceae",99,,"6","Annual",0,0
"BRASS2","Brassica","mustard","Brassicaceae",99,,,,0,0
"BRAYA","Braya","northern-rockcress","Brassicaceae",99,,,,0,0
"BRBR5","Bromus briziformis","rattlesnake brome","Poaceae",99,,"6","Annual",0,0
"BRCI2","Bromus ciliatus","fringed brome","Poaceae",99,,"6","Perennial",0,0
"BRCIC3","Bromus ciliatus var. ciliatus","fringed brome","Poaceae",99,,"6","Perennial",0,0
"BRCIR","Bromus ciliatus var. richardsonii","fringed brome","Poaceae",99,,"6","Perennial",0,0
"BREU","Brickellia eupatorioides","false boneset","Asteraceae",99,,"3","Perennial",0,0
"BREUC","Brickellia eupatorioides var. corymbulosa","false boneset","Asteraceae",99,,"3","Perennial",0,0
"BREUC2","Brickellia eupatorioides var. chlorolepis","false boneset","Asteraceae",99,,"3","Perennial",0,0
"BRGL","Braya glabella","smooth northern-rockcress","Brassicaceae",99,,"5","Perennial",0,0
"BRGLG","Braya glabella ssp. glabella","smooth northern-rockcress","Brassicaceae",99,,"5","Perennial",0,0
"BRGR","Brickellia grandiflora","tasselflower brickellbush","Asteraceae",99,,"3","Perennial",0,0
"BRHO2","Bromus hordeaceus","soft brome","Poaceae",99,,"6","Annual",0,0
"BRHOH","Bromus hordeaceus ssp. hordeaceus","soft brome","Poaceae",99,,"6","Annual",0,0
"BRICK","Brickellia","brickellbush","Asteraceae",99,,,,0,0
"BRIN2","Bromus inermis","smooth brome","Poaceae",99,,"6","Perennial",0,0
"BRINI","Bromus inermis ssp. inermis","smooth brome","Poaceae",99,,"6","Perennial",0,0
"BRINI2","Bromus inermis ssp. inermis var. inermis","smooth brome","Poaceae",99,,"6","Perennial",0,0
"BRINP","Bromus inermis ssp. pumpellianus","Pumpelly's brome","Poaceae",99,,"6","Perennial",0,0
"BRINP5","Bromus inermis ssp. pumpellianus var. pumpellianus","Pumpelly's brome","Poaceae",99,,"6","Perennial",0,0
"BRJU","Brassica juncea","brown mustard","Brassicaceae",99,,"5","Perennial",0,0
"BRMA4","Bromus marginatus","mountain brome","Poaceae",99,,"6","Perennial",0,0
"BRMI","Brickellia microphylla","littleleaf brickellbush","Asteraceae",99,,"3","Perennial",0,0
"BRMIS","Brickellia microphylla var. scabra","rough brickellbush","Asteraceae",99,,"3","Perennial",0,0
"BROMU","Bromus","brome","Poaceae",99,,"6",,0,0
"BRPO","Bromus polyanthus","Great Basin brome","Poaceae",99,,"6","Perennial",0,0
"BRPO2","Bromus porteri","Porter brome","Poaceae",99,,"6","Perennial",0,0
"BRPOP2","Bromus polyanthus var. polyanthus","Great Basin brome","Poaceae",99,,"6","Perennial",0,0
"BRPU6","Bromus pubescens","hairy woodland brome","Poaceae",99,,"6","Perennial",0,0
"BRRA","Brassica rapa","field mustard","Brassicaceae",99,,"5","Annual",0,0
"BRRA2","Bromus racemosus","bald brome","Poaceae",99,,"6","Annual",0,0
"BRRAR","Brassica rapa var. rapa","field mustard","Brassicaceae",99,,"5","Annual",0,0
"BRSE","Bromus secalinus","rye brome","Poaceae",99,,"6","Annual",0,0
"BRSES","Bromus secalinus var. secalinus","rye brome","Poaceae",99,,"6","Annual",0,0
"BRSQ2","Bromus squarrosus","corn brome","Poaceae",99,,"6","Annual",0,0
"BRTE","Bromus tectorum","cheatgrass","Poaceae",99,,"6","Annual",0,1
"BRVU","Bromus vulgaris","Columbia brome","Poaceae",99,,"6","Perennial",0,0
"BUAM2","Bupleurum americanum","American thorow wax","Apiaceae",99,,"5","Annual",0,0
"BUAR3","Buglossoides arvensis","corn gromwell","Boraginaceae",99,,"5","Annual",0,0
"BUGLO","Buglossoides","buglossoides","Boraginaceae",99,,,,0,0
"BUPLE","Bupleurum","bupleurum","Apiaceae",99,,,,0,0
"CAAC","Carduus acanthoides","spiny plumeless thistle","Asteraceae",99,,"5","Annual",0,0
"CAAL6","Carex albonigra","blackandwhite sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAAL8","Carex alopecoidea","foxtail sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAAN14","Camissonia andina","Blackfoot River evening primrose","Onagraceae",99,,"5","Annual",0,0
"CAAN7","Castilleja angustifolia","northwestern Indian paintbrush","Scrophulariaceae",99,,"3","Perennial",0,0
"CAANA3","Castilleja angustifolia var. angustifolia","northwestern Indian paintbrush","Scrophulariaceae",99,,"3","Perennial",0,0
"CAAND","Castilleja angustifolia var. dubia","northwestern Indian paintbrush","Scrophulariaceae",99,,"5","Perennial",0,0
"CAAP2","Campanula aparinoides","marsh bellflower","Campanulaceae",99,,"5","Perennial",0,0
"CAAP4","Castilleja applegatei","wavyleaf Indian paintbrush","Scrophulariaceae",99,,"3","Perennial",0,0
"CAAPP4","Castilleja applegatei ssp. pinetorum","wavyleaf Indian paintbrush","Scrophulariaceae",99,,"5","Perennial",0,0
"CAAQ","Carex aquatilis","water sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAAQ3","Catabrosa aquatica","water whorlgrass","Poaceae",99,,"6","Perennial",0,0
"CAAQA","Carex aquatilis var. aquatilis","water sedge","Cyperaceae",99,,"7","Perennial",0,0
